1|4|25|38
1|8|25|36
1|18|25|39
1|20|25|37
1|23|25|39
1|28|25|37
1|32|25|38
1|33|25|40
1|34|25|39
1|39|25|39
1|44|25|38
1|56|25|40
1|57|25|37
1|58|25|36
1|59|25|39
1|60|25|38
1|66|25|36
1|81|25|38
1|82|25|37
1|85|25|38
1|90|25|38
1|95|25|38
1|96|25|36
1|98|25|39
1|99|25|37
1|102|25|37
1|105|25|39
1|110|25|37
1|112|25|37
1|122|25|38
1|128|25|39
1|129|25|40
1|130|25|38
1|137|25|39
1|139|25|39
1|140|25|39
1|144|25|39
1|147|25|39
1|148|25|39
2|4|25|38
2|8|25|36
2|18|25|39
2|20|25|37
2|23|25|39
2|28|25|37
2|32|25|38
2|33|25|40
2|34|25|39
2|39|25|39
2|44|25|38
2|56|25|40
2|57|25|37
2|58|25|36
2|59|25|39
2|60|25|38
2|66|25|36
2|81|25|38
2|82|25|37
2|85|25|38
2|90|25|38
2|95|25|38
2|96|25|36
2|98|25|39
2|99|25|37
2|102|25|37
2|105|25|39
2|110|25|37
2|112|25|37
2|122|25|38
2|128|25|39
2|129|25|40
2|130|25|38
2|137|25|39
2|139|25|39
2|140|25|39
2|144|25|39
2|147|25|39
2|148|25|39
5|4|26|38
5|18|26|39
5|20|26|37
5|23|26|39
5|28|26|37
5|32|26|38
5|33|26|40
5|34|26|39
5|39|26|39
5|44|26|38
5|56|26|40
5|57|26|37
5|59|26|39
5|60|26|38
5|81|26|38
5|82|26|37
5|85|26|38
5|90|26|38
5|95|26|38
5|98|26|39
5|99|26|37
5|102|26|37
5|105|26|39
5|110|26|37
5|112|26|37
5|122|26|38
5|128|26|39
5|129|26|40
5|130|26|38
5|137|26|39
5|139|26|39
5|140|26|39
5|144|26|39
5|147|26|39
5|148|26|39
6|3|22|35
6|4|22|38
6|8|22|36
6|9|22|35
6|13|22|35
6|18|22|39
6|20|22|37
6|23|22|39
6|28|22|37
6|29|22|34
6|32|22|38
6|33|22|40
6|34|22|39
6|36|22|34
6|39|22|39
6|41|22|35
6|43|22|35
6|44|22|38
6|56|22|40
6|57|22|37
6|58|22|36
6|59|22|39
6|60|22|38
6|62|22|35
6|63|22|34
6|64|22|33
6|66|22|36
6|70|22|33
6|81|22|38
6|82|22|37
6|84|22|34
6|85|22|38
6|90|22|38
6|92|22|33
6|95|22|38
6|96|22|36
6|98|22|39
6|99|22|37
6|101|22|34
6|102|22|37
6|105|22|39
6|110|22|37
6|111|22|34
6|112|22|37
6|116|22|33
6|117|22|35
6|121|22|33
6|122|22|38
6|128|22|39
6|129|22|40
6|130|22|38
6|137|22|39
6|139|22|39
6|140|22|39
6|144|22|39
6|147|22|39
6|148|22|39
7|3|19|35
7|4|19|38
7|8|19|36
7|9|19|35
7|10|19|30
7|13|19|35
7|18|19|39
7|20|19|37
7|21|19|30
7|23|19|39
7|28|19|37
7|29|19|34
7|30|19|31
7|32|19|38
7|33|19|40
7|34|19|39
7|36|19|34
